customer_id,country,region,credit_limit
CUST00079,Germany,Saxony,72000.00
CUST00080,Germany,Saxony,74000.00
CUST00081,France,Ile-de-France,90000.00
CUST00082,France,Ile-de-France,92000.00
CUST00083,France,Ile-de-France,88000.00
CUST00084,France,Provence,70000.00
CUST00085,France,Provence,72000.00
CUST00086,France,Provence,68000.00
CUST00087,France,Lyon,65000.00
CUST00088,France,Lyon,67000.00
CUST00089,France,Lyon,63000.00
CUST00090,France,Rhone-Alpes,68000.00
CUST00091,France,Rhone-Alpes,70000.00
CUST00092,France,Rhone-Alpes,66000.00
CUST00093,France,Aquitaine,75000.00
CUST00094,France,Aquitaine,77000.00
CUST00095,France,Aquitaine,73000.00
CUST00096,France,Brittany,62000.00
CUST00097,France,Brittany,64000.00
CUST00098,France,Brittany,60000.00
CUST00099,France,Burgundy,59000.00
CUST00100,France,Burgundy,61000.00
CUST00101,UK,England,95000.00
CUST00102,UK,England,97000.00
CUST00103,UK,England,93000.00
CUST00104,UK,Scotland,55000.00
CUST00105,UK,Scotland,57000.00
CUST00106,UK,Scotland,53000.00
CUST00107,UK,Wales,48000.00
CUST00108,UK,Wales,50000.00
CUST00109,UK,Wales,46000.00
CUST00110,UK,Northern Ireland,52000.00
CUST00111,UK,Northern Ireland,54000.00
CUST00112,UK,Northern Ireland,50000.00
CUST00113,Spain,Catalonia,72000.00
CUST00114,Spain,Catalonia,74000.00
CUST00115,Spain,Catalonia,70000.00
CUST00116,Spain,Madrid,78000.00
CUST00117,Spain,Madrid,80000.00
CUST00118,Spain,Madrid,76000.00
CUST00119,Spain,Valencia,65000.00
CUST00120,Spain,Valencia,67000.00
CUST00121,Spain,Valencia,63000.00
CUST00122,Spain,Andalusia,71000.00
CUST00123,Spain,Andalusia,73000.00
CUST00124,Spain,Andalusia,69000.00
CUST00125,Spain,Basque,68000.00
CUST00126,Spain,Basque,70000.00
CUST00127,Spain,Basque,66000.00
CUST00128,Spain,Galicia,61000.00
CUST00129,Spain,Galicia,63000.00
CUST00130,Spain,Galicia,59000.00
CUST00131,Italy,Lombardy,68000.00
CUST00132,Italy,Lombardy,70000.00
CUST00133,Italy,Lombardy,66000.00
CUST00134,Italy,Rome,64000.00
CUST00135,Italy,Rome,66000.00
CUST00136,Italy,Rome,62000.00
CUST00137,Italy,Sicily,59000.00
CUST00138,Italy,Sicily,61000.00
CUST00139,Italy,Sicily,57000.00
CUST00140,Italy,Piedmont,72000.00
CUST00141,Italy,Piedmont,74000.00
CUST00142,Italy,Piedmont,70000.00
CUST00143,Italy,Campania,67000.00
CUST00144,Italy,Campania,69000.00
CUST00145,Italy,Campania,65000.00
CUST00146,Italy,Veneto,70000.00
CUST00147,Italy,Veneto,72000.00
CUST00148,Italy,Veneto,68000.00
CUST00149,Canada,Ontario,65000.00
CUST00150,Canada,Ontario,67000.00
CUST00151,Canada,Ontario,63000.00
CUST00152,Canada,BC,58000.00
CUST00153,Canada,BC,60000.00
CUST00154,Canada,BC,56000.00
CUST00155,Canada,Quebec,54000.00
CUST00156,Canada,Quebec,56000.00
CUST00157,Canada,Quebec,52000.00
CUST00158,Canada,Alberta,62000.00
CUST00159,Canada,Alberta,64000.00
CUST00160,Canada,Alberta,60000.00
CUST00161,Canada,Manitoba,51000.00
CUST00162,Canada,Manitoba,53000.00
CUST00163,Canada,Manitoba,49000.00
CUST00164,Canada,Saskatchewan,48000.00
CUST00165,Canada,Saskatchewan,50000.00
CUST00166,Canada,Saskatchewan,46000.00
CUST00167,Australia,NSW,88000.00
CUST00168,Australia,NSW,90000.00
CUST00169,Australia,NSW,86000.00
CUST00170,Australia,VIC,77000.00
CUST00171,Australia,VIC,79000.00
CUST00172,Australia,VIC,75000.00
CUST00173,Australia,Queensland,71000.00
CUST00174,Australia,Queensland,73000.00
CUST00175,Australia,Queensland,69000.00
CUST00176,Australia,WA,69000.00
CUST00177,Australia,WA,71000.00
CUST00178,Australia,WA,67000.00
CUST00179,Australia,SA,61000.00
CUST00180,Australia,SA,63000.00
CUST00181,Australia,SA,59000.00
CUST00182,Australia,Tasmania,52000.00
CUST00183,Australia,Tasmania,54000.00
CUST00184,Australia,Tasmania,50000.00
CUST00185,Japan,Tokyo,120000.00
CUST00186,Japan,Tokyo,122000.00
CUST00187,Japan,Tokyo,118000.00
CUST00188,Japan,Osaka,95000.00
CUST00189,Japan,Osaka,97000.00
CUST00190,Japan,Osaka,93000.00
CUST00191,Japan,Kyoto,82000.00
CUST00192,Japan,Kyoto,84000.00
CUST00193,Japan,Kyoto,80000.00
CUST00194,Japan,Hokkaido,74000.00
CUST00195,Japan,Hokkaido,76000.00
CUST00196,Japan,Hokkaido,72000.00
CUST00197,Japan,Fukuoka,71000.00
CUST00198,Japan,Fukuoka,73000.00
CUST00199,Japan,Fukuoka,69000.00
CUST00200,Japan,Nagoya,85000.00
CUST00201,China,Beijing,100000.00
CUST00202,China,Beijing,102000.00
CUST00203,China,Beijing,98000.00
CUST00204,China,Shanghai,110000.00
CUST00205,China,Shanghai,112000.00
CUST00206,China,Shanghai,108000.00
CUST00207,China,Guangdong,105000.00
CUST00208,China,Guangdong,107000.00
CUST00209,China,Guangdong,103000.00
CUST00210,China,Chongqing,95000.00
CUST00211,China,Chongqing,97000.00
CUST00212,China,Chongqing,93000.00
CUST00213,China,Sichuan,88000.00
CUST00214,China,Sichuan,90000.00
CUST00215,China,Sichuan,86000.00
CUST00216,China,Hunan,82000.00
CUST00217,China,Hunan,84000.00
CUST00218,China,Hunan,80000.00
CUST00219,India,Delhi,45000.00
CUST00220,India,Delhi,47000.00
CUST00221,India,Delhi,43000.00
CUST00222,India,Maharashtra,50000.00
CUST00223,India,Maharashtra,52000.00
CUST00224,India,Maharashtra,48000.00
CUST00225,India,Karnataka,48000.00
CUST00226,India,Karnataka,50000.00
CUST00227,India,Karnataka,46000.00
CUST00228,India,Tamil Nadu,46000.00
CUST00229,India,Tamil Nadu,48000.00
CUST00230,India,Tamil Nadu,44000.00
CUST00231,India,Uttar Pradesh,42000.00
CUST00232,India,Uttar Pradesh,44000.00
CUST00233,India,Uttar Pradesh,40000.00
CUST00234,Brazil,Sao Paulo,75000.00
CUST00235,Brazil,Sao Paulo,77000.00
CUST00236,Brazil,Sao Paulo,73000.00
CUST00237,Brazil,Rio de Janeiro,62000.00
CUST00238,Brazil,Rio de Janeiro,64000.00
CUST00239,Brazil,Rio de Janeiro,60000.00
CUST00240,Brazil,Minas Gerais,58000.00
CUST00241,Brazil,Minas Gerais,60000.00
CUST00242,Brazil,Minas Gerais,56000.00
CUST00243,Brazil,Bahia,55000.00
CUST00244,Brazil,Bahia,57000.00
CUST00245,Brazil,Bahia,53000.00
CUST00246,Mexico,Mexico City,68000.00
CUST00247,Mexico,Mexico City,70000.00
CUST00248,Mexico,Mexico City,66000.00
CUST00249,Mexico,Jalisco,62000.00
CUST00250,Mexico,Jalisco,64000.00
CUST00251,Mexico,Jalisco,60000.00
CUST00252,Mexico,Monterrey,71000.00
CUST00253,Mexico,Monterrey,73000.00
CUST00254,Mexico,Monterrey,69000.00
CUST00255,Mexico,Puebla,59000.00
CUST00256,Mexico,Puebla,61000.00
CUST00257,Mexico,Puebla,57000.00
CUST00258,Singapore,Central,105000.00
CUST00259,Singapore,Central,107000.00
CUST00260,Singapore,Central,103000.00
CUST00261,Singapore,East,98000.00
CUST00262,Singapore,East,100000.00
CUST00263,Singapore,East,96000.00
CUST00264,Singapore,West,102000.00
CUST00265,Singapore,West,104000.00
CUST00266,Singapore,West,100000.00
CUST00267,Singapore,North,96000.00
CUST00268,Singapore,North,98000.00
CUST00269,Singapore,North,94000.00
CUST00270,South Korea,Seoul,98000.00
CUST00271,South Korea,Seoul,100000.00
CUST00272,South Korea,Seoul,96000.00
CUST00273,South Korea,Busan,85000.00
CUST00274,South Korea,Busan,87000.00
CUST00275,South Korea,Busan,83000.00
CUST00276,South Korea,Incheon,82000.00
CUST00277,South Korea,Incheon,84000.00
CUST00278,South Korea,Incheon,80000.00
CUST00279,South Korea,Daegu,78000.00
CUST00280,South Korea,Daegu,80000.00
CUST00281,South Korea,Daegu,76000.00
CUST00282,South Korea,Daejeon,75000.00
CUST00283,South Korea,Daejeon,77000.00
CUST00284,South Korea,Daejeon,73000.00
CUST00285,US,CA,51000.00
CUST00286,US,CA,56000.00
CUST00287,US,CA,53000.00
CUST00288,US,NY,76000.00
CUST00289,US,NY,79000.00
CUST00290,US,NY,73000.00
CUST00291,US,TX,46000.00
CUST00292,US,TX,49000.00
CUST00293,US,TX,43000.00
CUST00294,US,FL,61000.00
CUST00295,US,FL,63000.00
CUST00296,US,FL,59000.00
CUST00297,US,WA,56000.00
CUST00298,US,WA,58000.00
CUST00299,US,WA,54000.00
CUST00300,US,IL,66000.00
CUST00301,Germany,Munich,81000.00
CUST00302,Germany,Munich,83000.00
CUST00303,Germany,Munich,79000.00
CUST00304,Germany,Cologne,87000.00
CUST00305,Germany,Cologne,89000.00
CUST00306,Germany,Cologne,85000.00
CUST00307,France,Marseille,71000.00
CUST00308,France,Marseille,73000.00
CUST00309,France,Marseille,69000.00
CUST00310,France,Toulouse,66000.00
CUST00311,France,Toulouse,68000.00
CUST00312,France,Toulouse,64000.00
CUST00313,UK,Liverpool,56000.00
CUST00314,UK,Liverpool,58000.00
CUST00315,UK,Liverpool,54000.00
CUST00316,UK,Bristol,51000.00
CUST00317,UK,Bristol,53000.00
CUST00318,UK,Bristol,49000.00
CUST00319,Spain,Barcelona,73000.00
CUST00320,Spain,Barcelona,75000.00
CUST00321,Spain,Barcelona,71000.00
CUST00322,Spain,Valencia,66000.00
CUST00323,Spain,Valencia,68000.00
CUST00324,Spain,Valencia,64000.00
CUST00325,Italy,Milan,69000.00
CUST00326,Italy,Milan,71000.00
CUST00327,Italy,Milan,67000.00
CUST00328,Italy,Florence,65000.00
CUST00329,Italy,Florence,67000.00
CUST00330,Italy,Florence,63000.00
CUST00331,Canada,Toronto,66000.00
CUST00332,Canada,Toronto,68000.00
CUST00333,Canada,Toronto,64000.00
CUST00334,Canada,Calgary,63000.00
CUST00335,Canada,Calgary,65000.00
CUST00336,Canada,Calgary,61000.00
CUST00337,Australia,Melbourne,78000.00
CUST00338,Australia,Melbourne,80000.00
CUST00339,Australia,Melbourne,76000.00
CUST00340,Australia,Brisbane,72000.00
CUST00341,Australia,Brisbane,74000.00
CUST00342,Australia,Brisbane,70000.00
CUST00343,Japan,Tokyo,121000.00
CUST00344,Japan,Tokyo,123000.00
CUST00345,Japan,Tokyo,119000.00
CUST00346,Japan,Yokohama,96000.00
CUST00347,Japan,Yokohama,98000.00
CUST00348,Japan,Yokohama,94000.00
CUST00349,China,Shanghai,111000.00
CUST00350,China,Shanghai,113000.00
CUST00351,China,Shanghai,109000.00
CUST00352,China,Shenzhen,106000.00
CUST00353,China,Shenzhen,108000.00
CUST00354,China,Shenzhen,104000.00
CUST00355,India,Mumbai,51000.00
CUST00356,India,Mumbai,53000.00
CUST00357,India,Mumbai,49000.00
CUST00358,India,Bangalore,49000.00
CUST00359,India,Bangalore,51000.00
CUST00360,India,Bangalore,47000.00
CUST00361,Brazil,Salvador,56000.00
CUST00362,Brazil,Salvador,58000.00
CUST00363,Brazil,Salvador,54000.00
CUST00364,Brazil,Brasília,63000.00
CUST00365,Brazil,Brasília,65000.00
CUST00366,Brazil,Brasília,61000.00
CUST00367,Mexico,Guadalajara,63000.00
CUST00368,Mexico,Guadalajara,65000.00
CUST00369,Mexico,Guadalajara,61000.00
CUST00370,Mexico,Cancun,72000.00
CUST00371,Mexico,Cancun,74000.00
CUST00372,Mexico,Cancun,70000.00
CUST00373,Singapore,Jurong,99000.00
CUST00374,Singapore,Jurong,101000.00
CUST00375,Singapore,Jurong,97000.00
CUST00376,Singapore,Changi,103000.00
CUST00377,Singapore,Changi,105000.00
CUST00378,Singapore,Changi,101000.00
CUST00379,South Korea,Gwangju,79000.00
CUST00380,South Korea,Gwangju,81000.00
CUST00381,South Korea,Gwangju,77000.00
CUST00382,South Korea,Ulsan,76000.00
CUST00383,South Korea,Ulsan,78000.00
CUST00384,South Korea,Ulsan,74000.00
CUST00385,US,WA,58000.00
CUST00386,US,WA,60000.00
CUST00387,US,WA,56000.00
CUST00388,US,CO,49000.00
CUST00389,US,CO,51000.00
CUST00390,US,CO,47000.00
CUST00391,US,AZ,57000.00
CUST00392,US,AZ,59000.00
CUST00393,US,AZ,55000.00
CUST00394,US,VA,62000.00
CUST00395,US,VA,64000.00
CUST00396,US,VA,60000.00
CUST00397,US,MA,73000.00
CUST00398,US,MA,75000.00
CUST00399,US,MA,71000.00
CUST00400,US,MN,60000.00
CUST00401,US,MN,62000.00
CUST00402,US,MN,58000.00
CUST00403,US,MI,53000.00
CUST00404,US,MI,55000.00
CUST00405,US,MI,51000.00
CUST00406,Germany,Bavaria,81000.00
CUST00407,Germany,Bavaria,83000.00
CUST00408,Germany,Bavaria,79000.00
CUST00409,Germany,Berlin,86000.00
CUST00410,Germany,Berlin,88000.00
CUST00411,Germany,Berlin,84000.00
CUST00412,Germany,NRW,76000.00
CUST00413,Germany,NRW,78000.00
CUST00414,Germany,NRW,74000.00
CUST00415,Germany,Hamburg,77000.00
CUST00416,Germany,Hamburg,79000.00
CUST00417,Germany,Hamburg,75000.00
CUST00418,France,Ile-de-France,91000.00
CUST00419,France,Ile-de-France,93000.00
CUST00420,France,Ile-de-France,89000.00
CUST00421,France,Provence,71000.00
CUST00422,France,Provence,73000.00
CUST00423,France,Provence,69000.00
CUST00424,UK,England,96000.00
CUST00425,UK,England,98000.00
CUST00426,UK,England,94000.00
CUST00427,UK,Scotland,56000.00
CUST00428,UK,Scotland,58000.00
CUST00429,UK,Scotland,54000.00
CUST00430,Spain,Catalonia,73000.00
CUST00431,Spain,Catalonia,75000.00
CUST00432,Spain,Catalonia,71000.00
CUST00433,Spain,Madrid,79000.00
CUST00434,Spain,Madrid,81000.00
CUST00435,Spain,Madrid,77000.00
CUST00436,Italy,Lombardy,69000.00
CUST00437,Italy,Lombardy,71000.00
CUST00438,Italy,Lombardy,67000.00
CUST00439,Italy,Rome,65000.00
CUST00440,Italy,Rome,67000.00
CUST00441,Italy,Rome,63000.00
CUST00442,Canada,Ontario,66000.00
CUST00443,Canada,Ontario,68000.00
CUST00444,Canada,Ontario,64000.00
CUST00445,Canada,BC,59000.00
CUST00446,Canada,BC,61000.00
CUST00447,Canada,BC,57000.00
CUST00448,Australia,NSW,89000.00
CUST00449,Australia,NSW,91000.00
CUST00450,Australia,NSW,87000.00
CUST00451,Australia,VIC,78000.00
CUST00452,Australia,VIC,80000.00
CUST00453,Australia,VIC,76000.00
CUST00454,Japan,Tokyo,121000.00
CUST00455,Japan,Tokyo,123000.00
CUST00456,Japan,Tokyo,119000.00
CUST00457,Japan,Osaka,96000.00
CUST00458,Japan,Osaka,98000.00
CUST00459,Japan,Osaka,94000.00
CUST00460,China,Beijing,101000.00
CUST00461,China,Beijing,103000.00
CUST00462,China,Beijing,99000.00
CUST00463,China,Shanghai,111000.00
CUST00464,China,Shanghai,113000.00
CUST00465,China,Shanghai,109000.00
CUST00466,India,Delhi,46000.00
CUST00467,India,Delhi,48000.00
CUST00468,India,Delhi,44000.00
CUST00469,India,Maharashtra,51000.00
CUST00470,India,Maharashtra,53000.00
CUST00471,India,Maharashtra,49000.00
CUST00472,Brazil,Sao Paulo,76000.00
CUST00473,Brazil,Sao Paulo,78000.00
CUST00474,Brazil,Sao Paulo,74000.00
CUST00475,Brazil,Rio de Janeiro,63000.00
CUST00476,Brazil,Rio de Janeiro,65000.00
CUST00477,Brazil,Rio de Janeiro,61000.00
CUST00478,Mexico,Mexico City,69000.00
CUST00479,Mexico,Mexico City,71000.00
CUST00480,Mexico,Mexico City,67000.00
CUST00481,Mexico,Jalisco,63000.00
CUST00482,Mexico,Jalisco,65000.00
CUST00483,Mexico,Jalisco,61000.00
CUST00484,Singapore,Central,106000.00
CUST00485,Singapore,Central,108000.00
CUST00486,Singapore,Central,104000.00
CUST00487,Singapore,East,99000.00
CUST00488,Singapore,East,101000.00
CUST00489,Singapore,East,97000.00
CUST00490,South Korea,Seoul,99000.00
CUST00491,South Korea,Seoul,101000.00
CUST00492,South Korea,Seoul,97000.00
CUST00493,South Korea,Busan,86000.00
CUST00494,South Korea,Busan,88000.00
CUST00495,South Korea,Busan,84000.00
CUST00496,US,CA,52000.00
CUST00497,US,NY,77000.00
CUST00498,US,TX,47000.00
CUST00499,US,FL,62000.00
CUST00500,US,WA,57000.00
CUST00501,US,CA,50000.00
CUST00502,US,CA,55000.00
CUST00503,US,CA,52000.00
CUST00504,US,NY,75000.00
CUST00505,US,NY,78000.00
CUST00506,US,NY,72000.00
CUST00507,US,TX,45000.00
CUST00508,US,TX,48000.00
CUST00509,US,TX,42000.00
CUST00510,US,FL,60000.00
CUST00511,US,FL,62000.00
CUST00512,US,FL,58000.00
CUST00513,US,WA,55000.00
CUST00514,US,WA,57000.00
CUST00515,US,WA,53000.00
CUST00516,US,IL,65000.00
CUST00517,US,IL,67000.00
CUST00518,US,IL,63000.00
CUST00519,US,PA,48000.00
CUST00520,US,PA,50000.00
CUST00521,US,PA,46000.00
CUST00522,US,OH,52000.00
CUST00523,US,OH,54000.00
CUST00524,US,OH,50000.00
CUST00525,US,GA,70000.00
CUST00526,US,GA,72000.00
CUST00527,US,GA,68000.00
CUST00528,US,NC,58000.00
CUST00529,US,NC,60000.00
CUST00530,US,NC,56000.00
CUST00531,US,MI,52000.00
CUST00532,US,MI,54000.00
CUST00533,US,MI,50000.00
CUST00534,US,CO,48000.00
CUST00535,US,CO,50000.00
CUST00536,US,CO,46000.00
CUST00537,US,AZ,56000.00
CUST00538,US,AZ,58000.00
CUST00539,US,AZ,54000.00
CUST00540,US,VA,61000.00
CUST00541,US,VA,63000.00
CUST00542,US,VA,59000.00
CUST00543,US,MA,72000.00
CUST00544,US,MA,74000.00
CUST00545,US,MA,70000.00
CUST00546,US,MN,59000.00
CUST00547,US,MN,61000.00
CUST00548,US,MN,57000.00
CUST00549,US,NV,64000.00
CUST00550,US,NV,66000.00
CUST00551,US,NV,62000.00
CUST00552,US,OR,51000.00
CUST00553,US,OR,53000.00
CUST00554,US,OR,49000.00
CUST00555,US,UT,58000.00
CUST00556,US,UT,60000.00
CUST00557,US,UT,56000.00
CUST00558,US,NM,45000.00
CUST00559,US,NM,47000.00
CUST00560,US,NM,43000.00
CUST00561,Germany,Bavaria,80000.00
CUST00562,Germany,Bavaria,82000.00
CUST00563,Germany,Bavaria,78000.00
CUST00564,Germany,Berlin,85000.00
CUST00565,Germany,Berlin,87000.00
CUST00566,Germany,Berlin,83000.00
CUST00567,Germany,NRW,75000.00
CUST00568,Germany,NRW,77000.00
CUST00569,Germany,NRW,73000.00
CUST00570,Germany,Hamburg,76000.00
CUST00571,Germany,Hamburg,78000.00
CUST00572,Germany,Hamburg,74000.00
CUST00573,Germany,Hesse,81000.00
CUST00574,Germany,Hesse,83000.00
CUST00575,Germany,Hesse,79000.00
CUST00576,Germany,Baden-Wurttemberg,88000.00
CUST00577,Germany,Baden-Wurttemberg,90000.00
CUST00578,Germany,Baden-Wurttemberg,86000.00
CUST00579,Germany,Saxony,72000.00
CUST00580,Germany,Saxony,74000.00
CUST00581,France,Ile-de-France,90000.00
CUST00582,France,Ile-de-France,92000.00
CUST00583,France,Ile-de-France,88000.00
CUST00584,France,Provence,70000.00
CUST00585,France,Provence,72000.00
CUST00586,France,Provence,68000.00
CUST00587,France,Lyon,65000.00
CUST00588,France,Lyon,67000.00
CUST00589,France,Lyon,63000.00
CUST00590,France,Rhone-Alpes,68000.00
CUST00591,France,Rhone-Alpes,70000.00
CUST00592,France,Rhone-Alpes,66000.00
CUST00593,France,Aquitaine,75000.00
CUST00594,France,Aquitaine,77000.00
CUST00595,France,Aquitaine,73000.00
CUST00596,France,Brittany,62000.00
CUST00597,France,Brittany,64000.00
CUST00598,France,Brittany,60000.00
CUST00599,France,Burgundy,59000.00
CUST00600,France,Burgundy,61000.00
CUST00601,UK,England,95000.00
CUST00602,UK,England,97000.00
CUST00603,UK,England,93000.00
CUST00604,UK,Scotland,55000.00
CUST00605,UK,Scotland,57000.00
CUST00606,UK,Scotland,53000.00
CUST00607,UK,Wales,48000.00
CUST00608,UK,Wales,50000.00
CUST00609,UK,Wales,46000.00
CUST00610,UK,Northern Ireland,52000.00
CUST00611,UK,Northern Ireland,54000.00
CUST00612,UK,Northern Ireland,50000.00
CUST00613,Spain,Catalonia,72000.00
CUST00614,Spain,Catalonia,74000.00
CUST00615,Spain,Catalonia,70000.00
CUST00616,Spain,Madrid,78000.00
CUST00617,Spain,Madrid,80000.00
CUST00618,Spain,Madrid,76000.00
CUST00619,Spain,Valencia,65000.00
CUST00620,Spain,Valencia,67000.00
CUST00621,Spain,Valencia,63000.00
CUST00622,Spain,Andalusia,71000.00
CUST00623,Spain,Andalusia,73000.00
CUST00624,Spain,Andalusia,69000.00
CUST00625,Spain,Basque,68000.00
CUST00626,Spain,Basque,70000.00
CUST00627,Spain,Basque,66000.00
CUST00628,Spain,Galicia,61000.00
CUST00629,Spain,Galicia,63000.00
CUST00630,Spain,Galicia,59000.00
CUST00631,Italy,Lombardy,68000.00
CUST00632,Italy,Lombardy,70000.00
CUST00633,Italy,Lombardy,66000.00
CUST00634,Italy,Rome,64000.00
CUST00635,Italy,Rome,66000.00
CUST00636,Italy,Rome,62000.00
CUST00637,Italy,Sicily,59000.00
CUST00638,Italy,Sicily,61000.00
CUST00639,Italy,Sicily,57000.00
CUST00640,Italy,Piedmont,72000.00
CUST00641,Italy,Piedmont,74000.00
CUST00642,Italy,Piedmont,70000.00
CUST00643,Italy,Campania,67000.00
CUST00644,Italy,Campania,69000.00
CUST00645,Italy,Campania,65000.00
CUST00646,Italy,Veneto,70000.00
CUST00647,Italy,Veneto,72000.00
CUST00648,Italy,Veneto,68000.00
CUST00649,Canada,Ontario,65000.00
CUST00650,Canada,Ontario,67000.00
CUST00651,Canada,Ontario,63000.00
CUST00652,Canada,BC,58000.00
CUST00653,Canada,BC,60000.00
CUST00654,Canada,BC,56000.00
CUST00655,Canada,Quebec,54000.00
CUST00656,Canada,Quebec,56000.00
CUST00657,Canada,Quebec,52000.00
CUST00658,Canada,Alberta,62000.00
CUST00659,Canada,Alberta,64000.00
CUST00660,Canada,Alberta,60000.00
CUST00661,Canada,Manitoba,51000.00
CUST00662,Canada,Manitoba,53000.00
CUST00663,Canada,Manitoba,49000.00
CUST00664,Canada,Saskatchewan,48000.00
CUST00665,Canada,Saskatchewan,50000.00
CUST00666,Canada,Saskatchewan,46000.00
CUST00667,Australia,NSW,88000.00
CUST00668,Australia,NSW,90000.00
CUST00669,Australia,NSW,86000.00
CUST00670,Australia,VIC,77000.00
CUST00671,Australia,VIC,79000.00
CUST00672,Australia,VIC,75000.00
CUST00673,Australia,Queensland,71000.00
CUST00674,Australia,Queensland,73000.00
CUST00675,Australia,Queensland,69000.00
CUST00676,Australia,WA,69000.00
CUST00677,Australia,WA,71000.00
CUST00678,Australia,WA,67000.00
CUST00679,Australia,SA,61000.00
CUST00680,Australia,SA,63000.00
CUST00681,Australia,SA,59000.00
CUST00682,Australia,Tasmania,52000.00
CUST00683,Australia,Tasmania,54000.00
CUST00684,Australia,Tasmania,50000.00
CUST00685,Japan,Tokyo,120000.00
CUST00686,Japan,Tokyo,122000.00
CUST00687,Japan,Tokyo,118000.00
CUST00688,Japan,Osaka,95000.00
CUST00689,Japan,Osaka,97000.00
CUST00690,Japan,Osaka,93000.00
CUST00691,Japan,Kyoto,82000.00
CUST00692,Japan,Kyoto,84000.00
CUST00693,Japan,Kyoto,80000.00
CUST00694,Japan,Hokkaido,74000.00
CUST00695,Japan,Hokkaido,76000.00
CUST00696,Japan,Hokkaido,72000.00
CUST00697,Japan,Fukuoka,71000.00
CUST00698,Japan,Fukuoka,73000.00
CUST00699,Japan,Fukuoka,69000.00
CUST00700,Japan,Nagoya,85000.00
CUST00701,China,Beijing,100000.00
CUST00702,China,Beijing,102000.00
CUST00703,China,Beijing,98000.00
CUST00704,China,Shanghai,110000.00
CUST00705,China,Shanghai,112000.00
CUST00706,China,Shanghai,108000.00
CUST00707,China,Guangdong,105000.00
CUST00708,China,Guangdong,107000.00
CUST00709,China,Guangdong,103000.00
CUST00710,China,Chongqing,95000.00
CUST00711,China,Chongqing,97000.00
CUST00712,China,Chongqing,93000.00
CUST00713,China,Sichuan,88000.00
CUST00714,China,Sichuan,90000.00
CUST00715,China,Sichuan,86000.00
CUST00716,China,Hunan,82000.00
CUST00717,China,Hunan,84000.00
CUST00718,China,Hunan,80000.00
CUST00719,India,Delhi,45000.00
CUST00720,India,Delhi,47000.00
CUST00721,India,Delhi,43000.00
CUST00722,India,Maharashtra,50000.00
CUST00723,India,Maharashtra,52000.00
CUST00724,India,Maharashtra,48000.00
CUST00725,India,Karnataka,48000.00
CUST00726,India,Karnataka,50000.00
CUST00727,India,Karnataka,46000.00
CUST00728,India,Tamil Nadu,46000.00
